primary_fabric,secondary_fabric,cmt,embellishments,trims,compliance,quantity,rejection_factor,markup_pct,base_cost,material_ratio,labor_intensity,embellishment_complexity,order_scale,formula_per_piece,actual_per_piece,formula_total,actual_total
131.24,84.28,86.46,19.89,47.42,9.13,5179,1.043,33.7,378.42,0.5695,0.2285,0.0526,8.5526,527.7,527.75,2732975.31,2733218.88
160.19,24.63,112.4,47.94,41.17,3.31,5698,1.147,28.2,389.64,0.4743,0.2885,0.123,8.648,572.95,569.17,3264655.97,3243121.01
135.58,71.29,49.48,42.79,11.42,15.39,7917,1.066,34.1,325.95,0.6347,0.1518,0.1313,8.9769,465.95,473.97,3688906.2,3752455.69
324.82,3.41,55.22,16.16,6.28,17.7,5103,1.101,34.2,423.59,0.7749,0.1304,0.0382,8.5378,625.87,645.23,3193824.9,3292619.92
334.29,112.77,139.73,31.24,13.46,36.24,2789,1.019,16.5,667.73,0.6695,0.2093,0.0468,7.9338,792.69,794.2,2210800.29,2215025.1
70.86,57.22,72.43,56.07,49.74,29.76,5932,1.071,42.4,336.08,0.3811,0.2155,0.1668,8.6883,512.56,528.03,3040487.84,3132280.02
225.26,67.84,95.78,25.52,52.54,39.94,8332,1.14,41.2,506.88,0.5782,0.189,0.0503,9.028,815.91,831.63,6798200.43,6929151.37
332.25,56.85,59.19,13.39,24.5,12.52,2816,1.104,42.5,498.7,0.7802,0.1187,0.0268,7.9434,784.55,816.34,2209306.43,2298813.92
190.78,59.73,131.61,36.95,24.88,5.36,278,1.116,13.1,449.31,0.5575,0.2929,0.0822,5.6312,567.12,597.52,157658.61,166111.09
105.52,78.85,52.56,15.14,32.5,8.6,8244,1.08,35.3,293.17,0.6289,0.1793,0.0516,9.0174,428.39,423.08,3531661.43,3487905.91
151.01,49.04,16.96,0.63,23.71,29.35,9387,1.14,30.9,270.7,0.739,0.0627,0.0023,9.1472,403.95,415.74,3791923.54,3902589.61
345.68,112.62,96.47,34.08,41.8,39.91,3016,1.115,23.4,670.56,0.6835,0.1439,0.0508,8.012,922.63,946.56,2782652.71,2854817.85
107.61,80.98,52.3,0.36,43.49,32.63,6452,1.065,32.4,317.37,0.5942,0.1648,0.0011,8.7723,447.51,465.81,2887339.31,3005389.18
185.47,77.28,70.98,44.58,17.88,11.39,7377,1.108,10.6,407.58,0.6447,0.1741,0.1094,8.9063,499.47,514.24,3684576.14,3793554.99
261.19,76.53,78.17,40.46,49.71,20.25,2421,1.042,37.3,526.31,0.6417,0.1485,0.0769,7.7923,752.97,778.12,1822949.62,1883820.84
27.84,99.03,113.5,60.47,43.72,17.19,7452,1.018,36.5,361.75,0.3507,0.3138,0.1672,8.9164,502.68,526.98,3745948.61,3927091.2
230.83,9.38,72.58,73.77,35.99,21.85,4445,1.14,21.3,444.4,0.5405,0.1633,0.166,8.3998,614.53,613.73,2731564.55,2728040.86
288.54,118.81,146.64,56.42,30.76,33.38,2950,1.096,13.6,674.55,0.6039,0.2174,0.0836,7.9899,839.85,893.04,2477564.95,2634479.34
324.77,9.46,150.53,61.52,37.59,20.78,3927,1.078,9.9,604.65,0.5528,0.249,0.1017,8.2759,716.34,749.12,2813075.65,2941783.06
230.81,60.58,114.84,37.07,37.11,21.95,1951,1.126,28.2,502.36,0.58,0.2286,0.0738,7.5766,725.17,790.91,1414812.01,1543056.98
49.06,12.07,15.07,19.06,23.06,18.44,88,1.083,24.2,136.76,0.447,0.1102,0.1394,4.4886,183.95,193.47,16187.95,17025.38
70.82,16.87,57.59,3.76,53.49,17.83,2277,1.04,18.9,220.36,0.3979,0.2613,0.0171,7.7311,272.49,295.48,620456.0,672813.84
148.15,61.93,55.76,29.86,18.59,14.79,7552,1.022,19.7,329.08,0.6384,0.1694,0.0907,8.9297,402.57,406.55,3040244.53,3070284.13
266.22,104.96,53.52,8.21,23.78,36.64,4443,1.131,24.1,493.33,0.7524,0.1085,0.0166,8.3993,692.42,701.4,3076438.42,3116335.24
300.06,70.44,74.46,79.11,30.6,4.23,5009,1.031,29.0,558.9,0.6629,0.1332,0.1415,8.5192,743.33,801.05,3723347.04,4012471.04
186.09,15.47,172.66,19.23,12.34,18.48,8547,1.016,11.8,424.27,0.4751,0.407,0.0453,9.0535,481.92,465.67,4118997.61,3980078.75
134.1,90.21,17.36,59.13,46.06,24.7,4211,1.044,8.2,371.56,0.6037,0.0467,0.1591,8.3457,419.72,427.65,1767428.91,1800852.17
160.44,111.49,177.89,19.68,25.27,19.16,2387,1.108,16.8,513.93,0.5291,0.3461,0.0383,7.7782,665.1,713.11,1587592.33,1702196.84
193.78,16.79,116.2,49.6,28.94,8.31,9420,1.147,13.2,413.62,0.5091,0.2809,0.1199,9.1507,537.05,552.56,5058972.02,5205118.62
319.86,39.51,62.7,56.4,45.37,33.45,1878,1.094,11.5,557.29,0.6449,0.1125,0.1012,7.5385,679.79,750.01,1276641.7,1408514.36
93.73,67.36,95.21,41.61,23.9,4.63,1326,1.098,25.0,326.44,0.4935,0.2917,0.1275,7.1907,448.04,483.7,594099.58,641381.82
299.39,68.64,130.47,2.09,27.37,11.75,5164,1.144,22.3,539.71,0.6819,0.2417,0.0039,8.5497,755.11,787.15,3899412.5,4064850.91
57.01,28.54,46.43,28.03,25.84,23.23,3253,1.036,21.9,209.08,0.4092,0.2221,0.1341,8.0876,264.04,273.7,858934.44,890349.41
211.97,99.12,121.59,46.8,44.79,6.61,1824,1.051,9.7,530.88,0.586,0.229,0.0882,7.5093,612.08,643.04,1116427.54,1172898.43
342.81,88.33,128.29,43.34,6.35,18.77,6872,1.148,39.5,627.89,0.6866,0.2043,0.069,8.8354,1005.54,1003.14,6910075.82,6893572.71
292.56,77.07,130.54,45.84,37.82,2.41,627,1.14,32.9,586.24,0.6305,0.2227,0.0782,6.4425,888.19,931.12,556894.36,583812.48
196.05,5.57,30.53,11.52,8.21,14.09,6501,1.099,40.2,265.97,0.7581,0.1148,0.0433,8.7799,409.81,410.78,2664149.09,2670475.86
169.91,61.25,50.86,58.54,25.14,39.29,3119,1.027,36.6,404.99,0.5708,0.1256,0.1445,8.0456,568.15,607.54,1772069.77,1894902.17
322.86,111.99,117.15,12.3,5.68,19.9,9188,1.106,19.0,589.88,0.7372,0.1986,0.0209,9.1258,776.36,802.48,7133238.53,7373226.59
164.2,5.99,111.83,70.9,16.91,20.3,7712,1.11,7.4,390.13,0.4362,0.2866,0.1817,8.9507,465.09,466.8,3586770.83,3599931.98
312.96,78.96,137.74,76.74,17.1,31.68,5088,1.028,14.5,655.18,0.5982,0.2102,0.1171,8.5348,771.19,808.76,3923795.24,4114956.25
40.43,27.3,68.27,39.8,53.24,5.86,9146,1.141,34.0,234.9,0.2883,0.2906,0.1694,9.1212,359.15,369.29,3284767.66,3377514.69
323.32,102.94,115.11,8.65,15.69,23.78,2672,1.055,38.4,589.49,0.7231,0.1953,0.0147,7.891,860.73,890.73,2299860.24,2380020.91
243.36,104.41,149.71,55.66,9.18,5.03,175,1.134,44.0,567.35,0.613,0.2639,0.0981,5.1705,926.46,960.94,162130.47,168165.07
209.83,78.26,67.36,19.18,14.0,9.49,3941,1.002,31.2,398.12,0.7236,0.1692,0.0482,8.2794,523.38,520.75,2062633.12,2052288.05
244.52,78.79,135.22,32.24,27.78,18.58,8290,1.119,33.0,537.13,0.6019,0.2517,0.06,9.0229,799.39,809.97,6626980.12,6714632.96
87.7,100.31,126.13,77.56,49.63,8.75,7231,1.017,11.3,450.08,0.4177,0.2802,0.1723,8.8863,509.46,526.67,3683869.13,3808369.4
284.41,32.76,68.42,4.17,28.54,3.52,9065,1.052,7.8,421.82,0.7519,0.1622,0.0099,9.1123,478.37,449.71,4336401.4,4076624.52
271.55,94.79,145.66,38.0,50.24,19.29,2178,1.048,6.1,619.53,0.5913,0.2351,0.0613,7.6866,688.87,703.12,1500364.86,1531400.12
273.32,88.69,177.25,13.39,38.83,27.71,9566,1.101,29.7,619.19,0.5847,0.2863,0.0216,9.1661,884.2,872.64,8458271.19,8347712.9
72.3,36.24,96.46,5.22,21.44,32.07,2728,1.069,23.3,263.73,0.4116,0.3658,0.0198,7.9117,347.62,355.26,948297.67,969158.12
35.7,55.87,164.52,41.82,5.81,3.3,4235,1.016,16.4,307.02,0.2983,0.5359,0.1362,8.3514,363.09,394.05,1537682.85,1668798.8
122.03,107.4,143.97,8.64,30.76,30.44,1629,1.06,26.7,443.24,0.5176,0.3248,0.0195,7.3963,595.28,641.31,969711.42,1044698.04
47.0,55.36,150.84,46.58,38.84,36.8,4712,1.004,15.7,375.42,0.2727,0.4018,0.1241,8.4581,436.1,452.67,2054895.58,2132970.88
257.89,82.2,47.39,54.59,37.0,3.53,4373,1.059,21.9,482.6,0.7047,0.0982,0.1131,8.3834,623.0,672.71,2724372.33,2941774.03
34.83,70.34,45.47,57.32,7.96,11.33,1440,1.067,13.1,227.25,0.4628,0.2001,0.2522,7.2731,274.24,288.87,394905.71,415971.68
279.84,107.25,49.74,25.11,56.19,5.1,611,1.122,33.2,523.23,0.7398,0.0951,0.048,6.4167,781.97,819.58,477783.26,500761.87
262.71,93.36,22.09,32.84,11.62,38.42,1981,1.077,11.0,461.04,0.7723,0.0479,0.0712,7.5919,551.16,602.74,1091846.95,1194035.27
25.84,31.6,17.98,40.41,47.5,15.37,3052,1.122,19.9,178.7,0.3214,0.1006,0.2261,8.0239,240.4,259.41,733704.4,791722.11
143.25,86.06,63.22,11.35,59.68,11.22,2307,1.123,38.5,374.78,0.6119,0.1687,0.0303,7.7441,582.92,590.23,1344787.09,1361651.23
184.9,62.99,151.65,73.08,9.93,15.81,1718,1.045,39.0,498.36,0.4974,0.3043,0.1466,7.4495,723.89,768.11,1243647.86,1319606.8
109.56,10.45,153.85,73.34,42.07,15.68,2820,1.095,22.7,404.95,0.2964,0.3799,0.1811,7.9448,544.08,573.28,1534296.14,1616651.23
283.94,97.63,27.08,45.63,29.4,37.11,6597,1.1,32.4,520.79,0.7327,0.052,0.0876,8.7945,758.48,746.01,5003683.03,4921413.33
290.96,85.61,80.41,15.34,41.22,20.11,6378,1.02,29.0,533.65,0.7056,0.1507,0.0287,8.7608,702.18,735.14,4478482.8,4688732.04
56.11,39.8,107.71,37.0,22.43,20.45,110,1.01,7.9,283.5,0.3383,0.3799,0.1305,4.7095,308.96,339.24,33985.1,37316.42
121.98,41.86,23.82,53.89,33.64,31.21,3555,1.063,35.0,306.4,0.5347,0.0777,0.1759,8.1764,439.7,443.29,1563131.08,1575892.77
260.15,33.91,159.87,31.39,8.21,11.34,9239,1.132,34.7,504.87,0.5824,0.3167,0.0622,9.1313,769.83,764.32,7112439.0,7061566.63
300.04,94.87,32.66,42.74,39.19,2.32,8959,1.142,38.1,511.82,0.7716,0.0638,0.0835,9.1005,807.19,806.39,7231636.22,7224479.02
200.87,13.05,95.77,53.63,21.81,8.03,8751,1.001,34.3,393.16,0.5441,0.2436,0.1364,9.077,528.54,539.85,4625270.11,4724185.29
296.46,99.14,42.3,46.54,34.79,32.96,4885,1.094,37.6,552.19,0.7164,0.0766,0.0843,8.4941,831.24,832.71,4060587.39,4067810.64
175.37,61.59,105.3,62.77,11.32,5.96,1401,1.09,16.4,422.31,0.5611,0.2493,0.1486,7.2457,535.81,555.26,750669.86,777913.57
244.02,2.25,122.06,20.79,32.62,18.73,9018,1.074,25.2,440.47,0.5591,0.2771,0.0472,9.1071,592.28,590.62,5341154.93,5326220.81
139.65,45.08,134.51,31.77,50.75,18.87,6387,1.112,39.0,420.63,0.4392,0.3198,0.0755,8.7622,650.16,660.63,4152567.95,4219442.65
290.96,8.24,68.34,1.84,38.68,15.63,6252,1.013,15.1,423.69,0.7062,0.1613,0.0043,8.7408,494.01,520.07,3088530.91,3251484.02
293.93,38.85,127.16,47.03,53.62,13.45,5819,1.119,37.9,574.04,0.5797,0.2215,0.0819,8.6691,885.8,902.09,5154480.08,5249272.81
76.16,89.76,99.07,11.96,35.09,20.83,3528,1.14,16.4,332.87,0.4985,0.2976,0.0359,8.1688,441.71,465.57,1558335.86,1642542.84
58.89,103.75,108.79,8.15,14.88,22.24,2871,1.055,25.0,316.7,0.5135,0.3435,0.0257,7.9628,417.65,441.94,1199067.77,1268803.42
150.08,105.1,56.42,9.19,14.81,6.79,9028,1.133,10.7,342.39,0.7453,0.1648,0.0268,9.1082,429.44,416.31,3876949.58,3758443.7
29.16,17.56,29.57,50.6,50.1,29.5,2784,1.06,21.6,206.49,0.2263,0.1432,0.245,7.932,266.16,283.49,740982.06,789233.96
257.67,37.59,40.29,5.0,38.04,9.24,1289,1.143,34.4,387.83,0.7613,0.1039,0.0129,7.1624,595.78,632.0,767962.15,814641.79
88.44,76.21,111.69,0.35,28.31,3.5,1160,1.054,24.4,308.5,0.5337,0.362,0.0011,7.057,404.5,433.15,469217.44,502450.17
279.93,39.79,68.67,3.59,14.87,4.73,3934,1.092,18.4,411.58,0.7768,0.1668,0.0087,8.2777,532.14,536.37,2093451.77,2110086.58
84.03,39.02,59.25,14.93,12.15,32.34,6952,1.1,17.5,241.72,0.5091,0.2451,0.0618,8.8469,312.42,311.79,2171965.39,2167574.92
306.23,61.6,40.46,32.62,15.77,34.45,1510,1.137,8.6,491.13,0.7489,0.0824,0.0664,7.3205,606.44,641.01,915722.11,967919.56
247.01,19.1,179.04,18.74,14.91,14.97,9682,1.123,15.5,493.77,0.5389,0.3626,0.038,9.1781,640.45,670.86,6200854.18,6495294.58
84.48,61.32,48.38,15.09,56.26,7.58,712,1.118,5.3,273.11,0.5339,0.1771,0.0553,6.5695,321.52,338.34,228922.13,240899.09
306.78,16.28,130.44,59.72,29.06,27.51,8613,1.07,6.6,569.79,0.567,0.2289,0.1048,9.0611,649.91,679.49,5597708.16,5852407.77
83.34,10.92,108.18,34.47,39.78,5.59,6453,1.12,32.9,282.28,0.3339,0.3832,0.1221,8.7725,420.17,446.55,2711344.97,2881591.02
149.61,104.8,144.06,20.24,47.42,16.8,8647,1.027,7.7,482.93,0.5268,0.2983,0.0419,9.0651,534.16,555.35,4618870.55,4802077.08
53.65,62.76,109.22,14.97,47.55,2.35,4030,1.049,19.1,290.5,0.4007,0.376,0.0515,8.3018,362.94,388.27,1462643.32,1564727.94
234.76,79.34,51.19,76.18,23.54,3.32,8781,1.149,9.5,468.33,0.6707,0.1093,0.1627,9.0805,589.23,582.07,5174043.83,5111189.13
291.5,113.86,36.55,77.9,17.54,3.28,1339,1.117,14.7,540.63,0.7498,0.0676,0.1441,7.2004,692.65,749.06,927464.53,1002997.94
260.06,80.23,175.72,47.01,29.01,3.19,3051,1.131,20.9,595.22,0.5717,0.2952,0.079,8.0236,813.89,852.93,2483182.44,2602279.73
281.2,25.08,24.74,60.16,34.32,9.34,7644,1.128,20.0,434.84,0.7044,0.0569,0.1383,8.9418,588.6,599.24,4499254.0,4580593.49
40.2,24.08,85.88,78.93,32.72,29.57,9624,1.104,14.0,291.38,0.2206,0.2947,0.2709,9.1721,366.72,387.1,3529305.7,3725485.89
264.73,83.49,169.31,24.45,44.52,26.17,1276,1.023,44.2,612.67,0.5684,0.2763,0.0399,7.1523,903.79,971.06,1153235.98,1239072.22
220.23,61.95,113.33,39.67,40.73,14.39,8366,1.0,11.5,490.3,0.5755,0.2311,0.0809,9.0321,546.68,528.01,4573562.53,4417351.08
160.12,20.91,165.17,38.66,50.22,19.26,1474,1.042,15.5,454.34,0.3984,0.3635,0.0851,7.2964,546.8,564.92,805987.23,832689.59
338.97,35.24,88.79,46.57,46.66,6.71,7682,1.071,14.4,562.94,0.6647,0.1577,0.0827,8.9468,689.73,685.6,5298487.41,5266777.74
92.75,86.66,25.16,13.92,41.66,34.48,1054,1.142,40.0,294.63,0.6089,0.0854,0.0472,6.9613,471.05,499.51,496491.38,526478.42
257.27,44.18,143.15,20.79,53.41,35.88,259,1.147,34.0,554.68,0.5435,0.2581,0.0375,5.5607,852.53,893.68,220805.81,231464.39
300.03,112.05,150.35,1.97,17.94,33.8,5414,1.065,18.8,616.14,0.6688,0.244,0.0032,8.5969,779.55,807.43,4220498.05,4371449.84
349.81,87.57,170.16,39.67,38.08,6.67,1195,1.061,9.1,691.96,0.6321,0.2459,0.0573,7.0867,800.98,826.14,957169.89,987241.71
303.83,50.44,43.81,33.72,47.2,21.67,4583,1.098,35.6,500.67,0.7076,0.0875,0.0673,8.4303,745.44,740.6,3416358.65,3394153.33
91.34,33.23,52.29,61.64,58.24,13.75,643,1.077,19.1,310.49,0.4012,0.1684,0.1985,6.4677,398.27,442.73,256086.13,284673.09
284.27,12.83,16.09,56.83,38.66,15.13,1454,1.052,8.2,423.81,0.701,0.038,0.1341,7.2828,482.41,524.84,701420.75,763123.61
212.27,33.0,107.31,47.52,49.3,27.87,3951,1.01,26.8,477.27,0.5139,0.2248,0.0996,8.282,611.23,643.2,2414970.3,2541298.16
133.97,8.85,177.58,24.46,47.71,6.47,6398,1.12,7.2,399.04,0.3579,0.445,0.0613,8.7639,479.1,509.84,3065303.46,3261967.79
277.58,40.48,77.73,29.09,20.94,10.36,6511,1.072,12.6,456.18,0.6972,0.1704,0.0638,8.7814,550.64,556.86,3585230.75,3625740.65
154.07,101.8,22.73,9.75,14.59,13.79,3623,1.095,44.6,316.73,0.8078,0.0718,0.0308,8.1953,501.5,510.08,1816937.33,1848007.57
316.11,64.49,44.04,1.89,51.91,18.95,2025,1.009,6.3,497.39,0.7652,0.0885,0.0038,7.6138,533.48,572.77,1080305.3,1159867.29
128.69,71.25,141.87,32.17,15.92,8.62,493,1.055,26.8,398.52,0.5017,0.356,0.0807,6.2025,533.12,541.57,262826.26,266996.09
327.05,65.78,162.41,49.18,38.56,5.6,2820,1.078,21.6,648.58,0.6057,0.2504,0.0758,7.9448,850.19,892.2,2397535.22,2515995.71
49.96,36.24,25.56,44.99,12.73,16.62,9687,1.052,31.2,186.1,0.4632,0.1373,0.2418,9.1786,256.86,264.91,2488199.78,2566151.01
51.03,12.22,38.3,45.65,47.05,11.09,9672,1.094,40.8,205.34,0.308,0.1865,0.2223,9.1771,316.3,322.25,3059213.75,3116771.83
29.04,13.64,64.75,21.8,35.9,26.83,5431,1.081,33.0,191.96,0.2223,0.3373,0.1136,8.6001,275.99,290.34,1498883.5,1576850.41
316.77,52.8,116.68,20.49,25.65,20.47,6601,1.056,6.9,552.86,0.6685,0.211,0.0371,8.7951,624.1,636.09,4119708.86,4198845.73
325.98,81.55,79.51,48.01,25.51,26.5,7276,1.069,11.4,587.06,0.6942,0.1354,0.0818,8.8925,699.11,693.88,5086722.86,5048683.03
239.17,115.65,73.98,32.18,16.42,36.03,5784,1.149,40.0,513.43,0.6911,0.1441,0.0627,8.663,825.9,855.54,4777025.83,4948436.17
31.64,115.47,129.2,40.91,57.38,26.69,84,1.087,19.8,401.29,0.3666,0.322,0.1019,4.4427,522.57,565.38,43895.9,47492.32
258.76,51.41,83.56,68.15,13.53,34.44,8321,1.112,22.2,509.85,0.6084,0.1639,0.1337,9.0267,692.82,719.89,5764928.68,5990186.55
239.69,52.61,175.06,1.67,35.22,29.54,1599,1.111,34.3,533.79,0.5476,0.328,0.0031,7.3778,796.45,852.1,1273529.38,1362501.56
251.61,114.45,47.8,41.78,41.07,9.61,4163,1.038,40.6,506.32,0.723,0.0944,0.0825,8.3342,738.94,732.71,3076197.17,3050256.33
113.09,81.24,28.76,34.89,16.69,10.36,186,1.027,20.6,285.03,0.6818,0.1009,0.1224,5.2311,353.03,375.35,65663.08,69815.7
339.21,29.78,51.52,79.99,11.66,28.47,3650,1.072,19.0,540.63,0.6825,0.0953,0.148,8.2028,689.67,741.45,2517298.71,2706280.35
322.6,83.41,95.76,53.66,52.21,26.81,7506,1.088,36.0,634.45,0.6399,0.1509,0.0846,8.9236,938.78,959.84,7046505.02,7204570.35
113.61,59.47,40.26,77.27,23.56,4.85,2275,1.034,25.3,319.02,0.5425,0.1262,0.2422,7.7302,413.32,432.56,940309.71,984067.79
27.49,81.45,41.89,64.72,25.23,17.44,1056,1.025,17.9,258.22,0.4219,0.1622,0.2506,6.9632,312.05,329.95,329527.35,348425.13
275.31,11.95,144.75,24.4,41.98,14.53,5303,1.04,40.1,512.92,0.56,0.2822,0.0476,8.5762,747.34,775.32,3963170.31,4111530.66
348.27,102.11,54.69,50.55,34.96,22.71,1419,1.093,24.4,613.29,0.7344,0.0892,0.0824,7.2584,833.89,898.56,1183283.53,1275051.46
35.04,16.83,165.48,23.52,37.37,16.53,9129,1.07,17.0,294.77,0.176,0.5614,0.0798,9.1193,369.02,387.12,3368806.98,3534043.11
79.69,44.82,61.57,10.4,37.22,22.69,205,1.017,17.8,256.39,0.4856,0.2401,0.0406,5.3279,307.16,331.21,62968.19,67897.28
71.34,114.91,35.89,35.33,6.8,24.29,5794,1.06,40.6,288.56,0.6454,0.1244,0.1224,8.6648,430.06,429.65,2491757.68,2489388.15
138.94,66.42,144.55,49.82,32.68,31.88,5684,1.021,14.5,464.29,0.4423,0.3113,0.1073,8.6456,542.78,542.5,3085138.23,3083578.29
126.88,29.02,19.19,51.96,21.5,3.91,8056,1.101,31.3,252.46,0.6175,0.076,0.2058,8.9943,364.96,382.64,2940113.39,3082549.51
112.4,85.94,67.94,68.82,36.71,29.35,8118,1.035,35.5,401.16,0.4944,0.1694,0.1716,9.002,562.6,580.72,4567160.93,4714325.12
130.2,84.74,129.92,66.85,6.12,36.95,9469,1.078,5.0,454.78,0.4726,0.2857,0.147,9.1559,514.77,537.49,4874314.35,5089495.93
309.64,14.94,134.75,18.81,52.33,2.23,6160,1.148,40.6,532.7,0.6093,0.253,0.0353,8.726,859.82,881.84,5296520.01,5432143.4
321.73,5.24,31.93,1.28,59.61,21.98,6347,1.058,20.9,441.77,0.7401,0.0723,0.0029,8.7559,565.08,558.01,3586548.33,3541674.38
266.03,23.99,142.92,69.53,35.72,25.86,3840,1.011,42.2,564.05,0.5142,0.2534,0.1233,8.2535,810.9,832.9,3113863.57,3198352.56
138.4,85.78,90.07,44.66,9.53,26.27,9112,1.003,35.0,394.71,0.568,0.2282,0.1131,9.1175,534.46,520.37,4869972.87,4741655.81
223.88,71.05,28.74,48.18,14.52,20.98,1284,1.087,11.8,407.35,0.724,0.0706,0.1183,7.1585,495.04,533.03,635629.57,684404.65
255.82,79.02,51.53,68.36,34.58,32.18,401,1.042,24.0,521.49,0.6421,0.0988,0.1311,5.9965,673.81,709.88,270196.53,284661.87
234.58,58.01,27.11,49.24,51.6,23.56,9404,1.146,6.4,444.1,0.6588,0.061,0.1109,9.149,541.51,535.58,5092366.34,5036623.39
282.23,99.69,153.81,58.88,47.26,25.07,3304,1.067,41.8,666.94,0.5726,0.2306,0.0883,8.1032,1009.08,1074.15,3334014.27,3548999.7
67.5,73.26,98.01,65.91,10.2,32.55,1931,1.107,14.4,347.43,0.4051,0.2821,0.1897,7.5663,439.99,484.99,849617.08,936520.23
305.3,55.39,51.07,34.19,43.0,33.61,896,1.149,6.5,522.56,0.6902,0.0977,0.0654,6.7991,639.45,654.78,572946.15,586684.93
151.62,51.51,56.08,77.85,5.48,37.09,7680,1.102,41.7,379.63,0.5351,0.1477,0.2051,8.9465,592.81,600.61,4552743.57,4612701.42
33.51,96.75,144.1,47.26,9.34,36.35,9190,1.054,7.6,367.31,0.3546,0.3923,0.1287,9.126,416.57,436.8,3828257.53,4014168.02
324.01,96.28,15.68,76.39,59.03,11.09,6027,1.114,12.7,582.48,0.7216,0.0269,0.1311,8.7042,731.29,729.16,4407489.8,4394634.37
147.41,68.32,65.02,35.09,18.43,11.17,4493,1.038,5.2,345.44,0.6245,0.1882,0.1016,8.4105,377.21,408.38,1694814.37,1834865.95
283.48,88.58,155.89,21.83,51.73,2.72,1039,1.051,17.6,604.23,0.6158,0.258,0.0361,6.947,746.81,775.65,775939.52,805904.94
236.12,34.33,48.83,6.79,25.18,32.81,3145,1.109,14.7,384.06,0.7042,0.1271,0.0177,8.0539,488.53,498.95,1536436.77,1569188.64
44.91,25.81,55.89,57.99,38.35,22.58,9787,1.013,18.5,245.53,0.288,0.2276,0.2362,9.1889,294.74,312.85,2884575.75,3061870.91
108.57,24.2,50.64,53.93,11.01,5.2,6887,1.14,9.0,253.55,0.5236,0.1997,0.2127,8.8375,315.06,312.49,2169826.69,2152089.8
182.98,14.72,111.73,25.04,7.34,2.86,4819,1.135,33.5,344.67,0.5736,0.3242,0.0726,8.4805,522.25,547.35,2516735.28,2637672.77
74.44,97.63,68.91,23.92,28.4,8.86,7409,1.115,15.1,302.16,0.5695,0.2281,0.0792,8.9106,387.78,379.56,2873073.64,2812146.75
253.23,84.77,162.02,48.6,31.2,36.97,2597,1.125,42.8,616.79,0.548,0.2627,0.0788,7.8625,990.87,1039.48,2573297.53,2699538.53
160.22,94.15,85.23,53.66,23.94,14.74,5094,1.011,27.0,431.94,0.5889,0.1973,0.1242,8.536,554.6,558.07,2825122.22,2842804.37
233.86,104.81,118.15,55.69,37.71,17.31,1399,1.053,38.7,567.53,0.5967,0.2082,0.0981,7.2442,828.88,909.03,1159608.45,1271736.35
57.1,41.27,40.15,55.5,45.42,14.88,7796,1.064,28.8,254.32,0.3868,0.1579,0.2182,8.9615,348.53,350.79,2717126.36,2734736.56
52.86,65.98,156.85,32.98,41.03,14.84,2110,1.005,23.9,364.54,0.326,0.4303,0.0905,7.6549,453.92,492.81,957778.34,1039837.37
127.75,20.75,106.33,25.37,40.98,25.6,8168,1.018,21.2,346.78,0.4282,0.3066,0.0732,9.0081,427.86,427.87,3494782.64,3494857.97
189.49,73.42,154.92,29.12,34.45,11.92,3098,1.096,12.8,493.32,0.5329,0.314,0.059,8.0388,609.89,622.04,1889425.58,1927085.12
110.69,93.14,17.71,14.8,5.88,31.7,5538,1.052,40.7,273.92,0.7441,0.0647,0.054,8.6196,405.45,408.1,2245362.84,2260039.41
147.32,112.83,24.15,9.63,18.78,2.34,9185,1.1,5.6,315.05,0.8257,0.0767,0.0306,9.1254,365.96,352.77,3361361.7,3240187.92
51.74,42.53,117.03,15.81,54.22,5.16,8962,1.148,17.7,286.49,0.3291,0.4085,0.0552,9.1009,387.1,403.98,3469227.32,3620453.98
172.81,71.62,81.12,50.55,11.63,12.79,1634,1.079,38.8,400.52,0.6103,0.2025,0.1262,7.3994,599.84,644.35,980137.87,1052862.1
47.8,6.91,138.22,40.74,18.62,31.99,3396,1.05,17.9,284.28,0.1925,0.4862,0.1433,8.1306,351.92,359.06,1195135.35,1219371.41
283.6,95.95,102.51,42.88,56.58,30.61,3338,1.137,31.8,612.13,0.62,0.1675,0.0701,8.1134,917.32,961.24,3062004.83,3208632.78
203.4,97.53,34.29,2.53,39.29,22.38,9753,1.086,13.4,399.42,0.7534,0.0858,0.0063,9.1854,491.9,482.11,4797455.02,4701994.52
306.54,30.98,25.25,23.34,10.93,24.78,4287,1.067,5.8,421.82,0.8002,0.0599,0.0553,8.3636,476.19,510.68,2041412.35,2189295.96
54.94,61.25,90.79,23.08,26.91,10.86,3946,1.135,35.3,267.83,0.4338,0.339,0.0862,8.2807,411.29,411.84,1622968.01,1625133.2
216.79,7.54,49.28,6.75,31.8,12.71,7864,1.068,13.1,324.87,0.6905,0.1517,0.0208,8.9702,392.41,416.02,3085936.4,3271590.57
265.0,102.73,29.71,63.17,21.51,33.35,7069,1.141,33.6,515.47,0.7134,0.0576,0.1225,8.8636,785.77,790.61,5554608.81,5588842.82
22.71,97.82,149.57,29.61,50.65,34.18,8383,1.088,37.5,384.54,0.3134,0.389,0.077,9.0341,575.27,602.03,4822503.83,5046845.51
25.7,95.41,127.42,43.74,39.49,36.54,8596,1.075,13.7,368.3,0.3288,0.346,0.1188,9.0592,450.16,457.85,3869608.73,3935683.95
