total_area,pattern_area,num_items,utilization_ratio,aspect_ratio_fabric,aspect_ratio_pattern,density,fabric_length,fabric_width,pattern_length,pattern_width,waste_percentage
259.3422,1.645,58,0.3679,47.3632,1.8617,0.2236,110.83,2.34,1.75,0.94,63.86
19.3401,0.6396,18,0.5953,2.8391,0.2378,0.9307,7.41,2.61,0.39,1.64,39.36
455.0007,3.1031,56,0.3819,85.2684,1.5175,0.1231,196.97,2.31,2.17,1.43,63.24
102.3321,0.588,68,0.3907,16.7733,6.5333,0.6645,41.43,2.47,1.96,0.3,60.54
332.7534,0.306,469,0.4313,93.1534,3.4,1.4095,176.06,1.89,1.02,0.3,57.52
242.472,0.3465,248,0.3544,42.0958,1.1455,1.0228,101.03,2.4,0.63,0.55,63.64
448.6944,1.6988,148,0.5603,64.3788,0.9051,0.3298,169.96,2.64,1.24,1.37,43.61
229.0962,2.1877,63,0.6016,44.854,1.2748,0.275,101.37,2.26,1.67,1.31,40.45
51.6235,0.6586,24,0.3062,39.0348,0.8315,0.4649,44.89,1.15,0.74,0.89,69.22
94.2894,1.5617,27,0.4472,32.2456,0.6025,0.2864,55.14,1.71,0.97,1.61,56.42
34.2995,0.1518,161,0.7125,10.4696,2.8696,4.6939,18.95,1.81,0.66,0.23,27.35
311.2002,3.1395,92,0.9281,112.9337,1.2112,0.2956,187.47,1.66,1.95,1.6099999999999999,7.89
231.7896,1.8974,39,0.3192,60.3367,1.6887,0.1683,118.26,1.96,1.79,1.06,69.61
243.7614,1.716,46,0.3238,40.2805,0.6303,0.1887,99.09,2.46,1.04,1.65,66.87
96.1128,1.4628,46,0.7001,15.1349,3.0725,0.4786,38.14,2.52,2.12,0.69,30.21
62.1741,0.1029,400,0.662,22.2934,2.3333,6.4335,37.23,1.67,0.49,0.21,34.67
496.2204,0.7392,391,0.5825,55.505,2.3571,0.788,165.96,2.99,1.32,0.56,42.38
126.5322,3.122,13,0.3208,42.2775,1.5929,0.1027,73.14,1.73,2.23,1.4,67.28
404.4688,0.6045,407,0.6083,75.1466,6.2903,1.0063,174.34,2.32,1.95,0.31,38.59
151.8154,0.0975,1281,0.8227,66.5828,1.56,8.4379,100.54,1.51,0.39,0.25,17.41
29.106,1.7255,9,0.5335,14.85,1.2185,0.3092,20.79,1.4,1.45,1.19,48.02
63.4306,0.6486,75,0.7669,11.1046,2.9362,1.1824,26.54,2.39,1.38,0.47,23.63
364.9932,1.8256,126,0.6302,66.6581,0.6871,0.3452,155.98,2.34,1.12,1.63,37.5
201.502,2.4975,53,0.6569,102.8071,1.3704,0.263,143.93,1.4,1.85,1.3499999999999999,35.62
134.6166,1.2852,87,0.8306,20.3813,0.9076,0.6463,52.38,2.57,1.08,1.19,18.04
104.1187,2.5344,34,0.8276,25.266,1.2222,0.3266,51.29,2.03,1.76,1.44,15.26
101.3434,2.3408,37,0.8546,33.8613,0.987,0.3651,58.58,1.73,1.52,1.54,16.25
164.4622,0.2408,542,0.7936,65.8797,1.3023,3.2956,104.09,1.58,0.56,0.43,22.13
342.6956,0.3675,430,0.4611,61.5297,0.6533,1.2548,145.21,2.36,0.49,0.75,55.5
345.1749,0.2079,494,0.2975,77.5308,2.8519,1.4312,163.59,2.11,0.77,0.27,69.32
320.7519,0.5856,317,0.5788,89.7937,0.6354,0.9883,169.71,1.89,0.61,0.96,41.33
237.468,0.9072,185,0.7068,30.2893,0.3457,0.7791,84.81,2.8,0.56,1.62,30.42
126.6975,3.094,12,0.293,69.5185,1.8308,0.0947,93.85,1.35,2.38,1.3,69.57
290.9214,1.7487,141,0.8475,74.2071,2.3103,0.4847,146.93,1.98,2.01,0.87,14.81
294.63,1.9604,100,0.6654,55.6957,1.4569,0.3394,128.1,2.3,1.69,1.16,33.13
194.616,0.9568,63,0.3097,135.15,3.5385,0.3237,162.18,1.2,1.84,0.52,69.7
277.576,1.7822,142,0.9117,37.5184,0.9925,0.5116,102.05,2.72,1.33,1.34,6.97
214.1184,1.344,80,0.5022,28.9412,2.7429,0.3736,78.72,2.72,1.92,0.7,49.68
159.126,1.3275,38,0.317,58.4485,2.36,0.2388,96.44,1.65,1.77,0.75,66.5
272.8398,1.1544,187,0.7912,143.2681,1.0673,0.6854,197.71,1.38,1.11,1.04,21.95
377.9328,4.2525,32,0.3601,72.7018,1.3886,0.0847,165.76,2.28,2.43,1.75,65.57
115.4232,1.9942,26,0.4492,60.6087,1.4322,0.2253,83.64,1.38,1.69,1.18,53.72
196.0,3.024,26,0.4011,100.0,1.6593,0.1327,140.0,1.4,2.24,1.3499999999999999,59.17
50.4075,1.0366,11,0.2262,25.3546,1.9452,0.2182,35.75,1.41,1.42,0.73,77.05
25.3308,0.4181,47,0.7758,4.8728,0.3274,1.8554,11.11,2.28,0.37,1.13,22.66
101.9375,2.82,29,0.8023,65.24,1.9583,0.2845,81.55,1.25,2.35,1.2,18.45
140.7368,2.1756,22,0.3401,60.9145,1.0068,0.1563,92.59,1.52,1.48,1.47,64.28
487.5465,0.1408,1309,0.378,56.0237,1.375,2.6849,165.27,2.95,0.44,0.32,61.78
406.448,0.5502,556,0.7526,81.0045,3.119,1.3679,181.45,2.24,1.31,0.42,24.94
231.7273,2.6676,29,0.3338,89.3975,1.0962,0.1251,143.93,1.61,1.71,1.56,68.36
477.1505,0.5751,670,0.8075,55.5802,1.1408,1.4042,162.85,2.93,0.81,0.71,20.73
243.9696,2.1646,55,0.488,32.4964,1.1533,0.2254,89.04,2.74,1.58,1.37,50.94
254.058,1.9625,67,0.5175,98.0124,1.256,0.2637,157.8,1.61,1.57,1.25,47.42
77.961,1.2024,30,0.4627,46.1308,2.3194,0.3848,59.97,1.3,1.67,0.72,55.35
286.7202,1.9278,59,0.3967,52.3632,1.8529,0.2058,122.53,2.34,1.89,1.02,58.99
208.1442,0.185,283,0.2515,104.695,1.3514,1.3596,147.62,1.41,0.5,0.37,76.18
157.205,0.5358,175,0.5965,118.8696,1.6491,1.1132,136.7,1.15,0.94,0.57,39.42
324.4248,3.525,78,0.8475,120.622,1.773,0.2404,197.82,1.64,2.5,1.41,16.48
488.8548,3.5534,57,0.4143,69.0902,1.3374,0.1166,183.78,2.66,2.18,1.63,58.5
524.3832,1.3858,168,0.444,59.4478,0.4852,0.3204,176.56,2.97,0.82,1.69,54.54
298.6304,0.5301,279,0.4953,55.4828,5.5161,0.9343,128.72,2.32,1.71,0.31,52.33
329.751,0.5566,207,0.3494,76.9565,10.5217,0.6277,159.3,2.07,2.42,0.23,63.91
239.9719,0.43,390,0.6988,135.6617,2.3256,1.6252,180.43,1.33,1.0,0.43,29.93
176.457,1.2166,32,0.2206,102.8244,2.0519,0.1813,134.7,1.31,1.58,0.77,77.62
427.3724,2.4856,133,0.7735,76.7331,2.2981,0.3112,181.09,2.36,2.39,1.04,22.62
200.3056,2.0708,67,0.6927,45.8565,1.3468,0.3345,95.84,2.09,1.67,1.24,32.72
312.2469,1.2537,57,0.2289,87.4127,3.1587,0.1825,165.21,1.89,1.99,0.63,76.3
213.452,0.4978,230,0.5364,115.4044,0.2901,1.0775,156.95,1.36,0.38,1.31,45.29
255.799,0.4977,436,0.8483,60.8683,1.254,1.7045,124.78,2.05,0.79,0.63,13.41
477.8537,0.584,622,0.7602,55.6621,0.9125,1.3017,163.09,2.93,0.73,0.8,24.47
24.3276,3.2424,4,0.5331,5.5694,1.1488,0.1644,11.64,2.09,1.93,1.68,47.51
116.1864,1.0609,86,0.7853,99.6111,1.0,0.7402,107.58,1.08,1.03,1.03,21.89
213.5488,0.7839,115,0.4221,143.4754,0.5726,0.5385,175.04,1.22,0.67,1.17,57.1
376.3215,0.726,274,0.5286,64.7925,0.6,0.7281,156.15,2.41,0.66,1.1,46.55
97.9275,0.7289,57,0.4243,12.9491,5.3243,0.5821,35.61,2.75,1.97,0.37,56.29
120.3048,0.4224,137,0.481,15.4552,4.125,1.1388,43.12,2.79,1.32,0.32,51.69
256.3392,2.296,42,0.3762,89.7515,0.8537,0.1638,151.68,1.69,1.4,1.64,63.41
177.038,0.3973,211,0.4735,65.8232,4.7241,1.1918,107.95,1.64,1.37,0.29,51.92
139.7301,2.2401,21,0.3367,25.7382,1.3053,0.1503,59.97,2.33,1.71,1.31,65.26
309.4706,1.9479,80,0.5035,59.0131,0.8543,0.2585,135.14,2.29,1.29,1.51,51.23
358.4517,0.5724,472,0.7537,48.8081,2.0377,1.3168,132.27,2.71,1.08,0.53,26.36
11.8862,1.155,3,0.2915,11.2039,1.9481,0.2524,11.54,1.03,1.5,0.77,71.53
106.134,2.5974,20,0.4895,54.15,2.1081,0.1884,75.81,1.4,2.34,1.11,52.31
18.8925,0.27,53,0.7574,6.9394,0.9259,2.8053,11.45,1.65,0.5,0.54,25.08
332.018,3.3605,50,0.5061,79.0049,1.6434,0.1506,161.96,2.05,2.35,1.43,48.79
97.686,0.726,93,0.6912,53.6,2.0167,0.952,72.36,1.35,1.21,0.6,31.79
274.4385,4.1832,52,0.7926,31.5356,1.4821,0.1895,93.03,2.95,2.49,1.68,22.47
530.9929,3.33,93,0.5832,66.3004,1.0278,0.1751,187.63,2.83,1.85,1.8,40.06
294.7688,0.745,173,0.4372,56.2096,0.3356,0.5869,128.72,2.29,0.5,1.49,56.83
14.175,0.432,24,0.7314,5.4012,7.5,1.6931,8.75,1.62,1.8,0.24,28.42
149.96,1.7708,30,0.3543,37.49,3.0658,0.2001,74.98,2.0,2.33,0.76,63.55
168.8459,1.386,56,0.4597,98.3893,0.873,0.3317,128.89,1.31,1.1,1.26,53.59
293.6875,0.5764,152,0.2983,85.8108,2.9773,0.5176,158.75,1.85,1.31,0.44,69.35
179.5986,0.7784,138,0.5981,71.943,2.4821,0.7684,113.67,1.58,1.39,0.56,38.98
200.5252,1.8048,83,0.747,91.5473,0.9078,0.4139,135.49,1.48,1.28,1.41,23.89
145.851,1.1934,61,0.4991,97.9918,0.8718,0.4182,119.55,1.22,1.02,1.17,48.42
215.3352,0.315,403,0.5895,34.7309,0.3889,1.8715,86.48,2.49,0.35,0.9,41.41
168.0609,0.4032,203,0.487,46.0681,0.7778,1.2079,87.99,1.91,0.56,0.72,51.2
100.284,2.6026,18,0.4671,16.8443,1.0974,0.1795,41.1,2.44,1.69,1.54,54.71
8.4888,1.1124,5,0.6552,7.2778,1.0485,0.589,7.86,1.08,1.08,1.03,35.21
292.2533,0.3731,571,0.729,91.2123,0.4505,1.9538,163.27,1.79,0.41,0.91,26.7
389.164,0.9879,182,0.462,44.7186,0.8018,0.4677,131.92,2.95,0.89,1.11,54.95
198.935,1.0416,76,0.3979,26.3055,0.8304,0.382,72.34,2.75,0.93,1.12,58.96
244.5512,0.5624,246,0.5657,151.622,4.1081,1.0059,192.56,1.27,1.52,0.37,44.76
135.0216,0.896,55,0.365,21.2619,0.7143,0.4073,53.58,2.52,0.8,1.12,61.67
27.1524,1.5128,8,0.4457,26.098,3.9355,0.2946,26.62,1.02,2.44,0.62,56.57
90.5364,0.738,98,0.7988,22.1881,4.3902,1.0824,44.82,2.02,1.8,0.41,21.72
355.8392,2.0844,83,0.4862,77.7009,1.787,0.2333,166.28,2.14,1.93,1.08,52.45
354.6432,0.7605,246,0.5275,44.5957,1.8,0.6937,125.76,2.82,1.17,0.65,48.17
272.4652,2.282,46,0.3853,57.8618,1.1643,0.1688,125.56,2.17,1.63,1.4,60.54
428.6191,0.476,476,0.5286,70.2551,0.6588,1.1105,173.53,2.47,0.56,0.85,48.7
39.144,0.3366,29,0.2494,27.1833,0.7727,0.7409,32.62,1.2,0.51,0.66,74.64
28.5237,1.61,13,0.7338,18.8537,1.2174,0.4558,23.19,1.23,1.4,1.15,25.39
184.2578,3.8406,23,0.4794,26.6388,1.2832,0.1248,70.06,2.63,2.22,1.73,51.47
141.9523,2.88,32,0.6492,63.9396,1.3889,0.2254,95.27,1.49,2.0,1.44,36.21
61.4146,1.6848,14,0.3841,21.503,0.8125,0.228,36.34,1.69,1.17,1.44,62.46
281.4201,1.4322,104,0.5293,69.6567,3.2879,0.3696,140.01,2.01,2.17,0.66,48.49
102.5672,0.6144,79,0.4732,76.2241,2.6667,0.7702,88.42,1.16,1.28,0.48,52.96
93.4,0.9594,41,0.4211,93.4,5.7073,0.439,93.4,1.0,2.34,0.41,58.96
434.5471,3.39,115,0.8971,74.8174,1.5067,0.2646,180.31,2.41,2.26,1.5,11.16
247.5434,0.792,221,0.7071,40.5749,0.8081,0.8928,100.22,2.47,0.8,0.99,27.64
126.4509,0.3145,227,0.5646,106.4312,2.2973,1.7952,116.01,1.09,0.85,0.37,42.91
79.299,1.0354,60,0.7834,20.2273,2.6935,0.7566,40.05,1.98,1.67,0.62,22.94
82.9014,2.3241,13,0.3644,15.2704,1.4409,0.1568,35.58,2.33,1.83,1.27,63.05
97.1649,1.4062,51,0.7381,27.2011,1.7753,0.5249,51.41,1.89,1.58,0.89,28.19
247.626,3.0264,40,0.4889,76.4278,1.2436,0.1615,137.57,1.8,1.94,1.56,52.24
43.9451,0.5429,32,0.3953,8.3799,1.459,0.7282,19.19,2.29,0.89,0.61,61.81
90.86,1.5708,21,0.3631,38.3117,3.6061,0.2311,59.0,1.54,2.38,0.66,65.56
283.1473,1.0608,113,0.4233,106.5706,1.0196,0.3991,173.71,1.63,1.04,1.02,57.08
394.9096,1.5616,97,0.3836,44.4698,0.9531,0.2456,132.52,2.98,1.22,1.28,60.2
99.0,1.638,40,0.6618,63.36,2.0222,0.404,79.2,1.25,1.82,0.9,33.15
350.8739,0.7712,200,0.4396,68.0925,7.5312,0.57,154.57,2.27,2.41,0.32,54.44
337.392,0.4964,434,0.6385,46.2815,4.2941,1.2863,124.96,2.7,1.46,0.34,35.69
50.5925,2.1465,11,0.4667,8.4286,0.8491,0.2174,20.65,2.45,1.35,1.59,55.32
134.4643,1.71,19,0.2416,24.7682,1.8947,0.1413,57.71,2.33,1.8,0.95,74.81
180.063,2.3936,64,0.8508,24.7,1.4609,0.3554,66.69,2.7,1.87,1.28,14.37
328.6675,0.494,420,0.6313,54.7551,7.3077,1.2779,134.15,2.45,1.9,0.26,37.73
104.2551,2.0412,16,0.3133,23.4171,2.8929,0.1535,49.41,2.11,2.43,0.84,68.76
110.3731,0.9424,97,0.8282,12.8567,0.6129,0.8788,37.67,2.93,0.76,1.24,18.92
285.5032,1.7444,80,0.4888,102.3713,1.8163,0.2802,170.96,1.67,1.78,0.98,50.94
559.6545,3.1486,98,0.5513,68.9018,1.052,0.1751,196.37,2.85,1.82,1.73,45.08
192.579,2.0748,33,0.3555,101.1232,1.1729,0.1714,139.55,1.38,1.56,1.3299999999999998,64.39
116.2398,1.584,16,0.218,50.9801,1.9556,0.1376,76.98,1.51,1.76,0.9,78.01
68.9486,0.5244,101,0.7682,12.1723,0.6196,1.4649,28.97,2.38,0.57,0.92,23.94
266.0315,2.507,42,0.3958,64.5567,2.1101,0.1579,131.05,2.03,2.3,1.09,62.22
260.462,1.05,172,0.6934,108.4129,0.4667,0.6604,168.04,1.55,0.7,1.5,32.08
55.59,2.079,13,0.4862,13.3578,1.8857,0.2339,27.25,2.04,1.98,1.05,51.65
125.2665,1.703,44,0.5982,68.7333,1.0077,0.3513,92.79,1.35,1.31,1.3,39.23
138.312,1.0504,64,0.486,59.085,0.9712,0.4627,90.4,1.53,1.01,1.04,52.92
286.2844,0.3366,430,0.5056,38.9815,0.3235,1.502,105.64,2.71,0.33,1.02,50.4
36.023,0.3392,100,0.9416,13.5583,3.3125,2.776,22.1,1.63,1.06,0.32,7.65
166.3081,3.22,49,0.9487,44.6477,1.0514,0.2946,86.17,1.93,1.84,1.75,6.62
394.6176,2.1646,61,0.3346,80.7964,1.1533,0.1546,178.56,2.21,1.58,1.37,66.52
402.2976,0.7059,228,0.4001,52.8116,4.641,0.5667,145.76,2.76,1.81,0.39,58.94
23.5172,0.2016,93,0.7972,4.5639,1.1429,3.9546,10.36,2.27,0.48,0.42,19.32
384.97,1.5936,148,0.6127,48.7544,0.5783,0.3844,137.0,2.81,0.96,1.66,37.95
366.8808,0.1924,1485,0.7788,44.8531,2.8462,4.0476,128.28,2.86,0.74,0.26,20.18
102.927,1.2878,60,0.7507,37.8061,1.4574,0.5829,62.38,1.65,1.37,0.94,24.24
53.779,1.302,31,0.7505,44.4455,1.181,0.5764,48.89,1.1,1.24,1.05,26.06
201.5468,1.6308,57,0.4612,157.8407,1.3981,0.2828,178.36,1.13,1.51,1.0799999999999998,55.6
215.9133,0.18,349,0.291,108.6028,0.8889,1.6164,153.13,1.41,0.4,0.45,71.27
95.8104,0.5192,107,0.5798,33.9464,0.3729,1.1168,57.03,1.68,0.44,1.18,43.36
183.8715,1.007,157,0.8598,149.2342,0.8962,0.8539,165.65,1.11,0.95,1.06,15.92
332.6778,1.247,87,0.3261,93.1323,3.7069,0.2615,176.02,1.89,2.15,0.58,66.69
414.5014,0.7462,291,0.5239,65.7928,0.9011,0.702,165.14,2.51,0.82,0.91,46.97
412.8124,1.2208,254,0.7511,50.4685,1.0275,0.6153,144.34,2.86,1.12,1.09,24.85
418.5012,1.232,120,0.3533,54.1511,2.0779,0.2867,150.54,2.78,1.6,0.77,64.85
47.5944,0.3456,111,0.806,16.8631,3.375,2.3322,28.33,1.68,1.08,0.32,19.76
449.848,1.5224,152,0.5144,83.5776,0.5087,0.3379,193.9,2.32,0.88,1.73,50.04
247.015,0.1975,382,0.3054,153.1496,3.16,1.5465,194.5,1.27,0.79,0.25,69.83
164.0964,2.1672,47,0.6207,22.847,0.7326,0.2864,61.23,2.68,1.26,1.72,39.43
229.5525,0.1225,857,0.4573,142.3228,1.0,3.7334,180.75,1.27,0.35,0.35,54.41
113.4552,0.8109,91,0.6504,42.1829,2.8868,0.8021,69.18,1.64,1.53,0.53,33.59
372.3814,0.8502,135,0.3082,81.3131,0.7156,0.3625,174.01,2.14,0.78,1.09,69.7
437.3042,1.3189,131,0.3951,63.7061,0.9008,0.2996,166.91,2.62,1.09,1.21,59.95
564.398,2.5665,120,0.5457,67.1103,1.2207,0.2126,194.62,2.9,1.77,1.45,45.2
353.464,2.0088,135,0.7672,104.4022,0.7654,0.3819,192.1,1.84,1.24,1.62,23.12
360.39,1.4012,230,0.8942,59.5528,1.0973,0.6382,146.5,2.46,1.24,1.13,10.16
386.1861,2.6815,74,0.5138,45.6048,0.896,0.1916,132.71,2.91,1.55,1.73,47.74
149.2668,1.152,87,0.6714,63.7647,0.5556,0.5828,97.56,1.53,0.8,1.44,31.25
8.7757,0.96,8,0.8751,5.4409,2.6667,0.9116,6.91,1.27,1.6,0.6,12.26
161.8518,0.7011,191,0.8274,86.2336,4.1707,1.1801,118.14,1.37,1.71,0.41,17.57
133.5675,0.656,127,0.6237,17.6618,4.1,0.9508,48.57,2.75,1.64,0.4,37.21
220.778,1.456,96,0.6331,39.6398,2.9714,0.4348,93.55,2.36,2.08,0.7,35.84
58.996,0.943,31,0.4955,12.7628,0.713,0.5255,27.44,2.15,0.82,1.15,50.23
204.5588,0.1953,664,0.6339,182.0566,2.0323,3.246,192.98,1.06,0.63,0.31,34.93
59.2676,1.3104,13,0.2874,9.9549,1.5824,0.2193,24.29,2.44,1.44,0.91,72.16
75.306,2.7,18,0.6454,38.4214,1.4815,0.239,53.79,1.4,2.0,1.3499999999999999,37.17
202.044,1.943,33,0.3174,39.5575,1.0821,0.1633,89.4,2.26,1.45,1.34,68.19
271.8994,1.0384,104,0.3972,64.0728,0.3352,0.3825,131.99,2.06,0.59,1.76,61.15
147.041,0.8004,126,0.6859,72.9225,2.3793,0.8569,103.55,1.42,1.38,0.58,30.39
462.0335,2.8461,36,0.2218,83.6638,0.8883,0.0779,196.61,2.35,1.59,1.79,75.93
166.573,1.4595,48,0.4206,137.6636,1.3238,0.2882,151.43,1.1,1.39,1.05,58.81
169.2922,0.1914,740,0.8366,71.3831,2.2759,4.3711,109.93,1.54,0.66,0.29,15.19
488.2872,0.236,1250,0.6042,79.3911,1.475,2.56,196.89,2.48,0.59,0.4,40.17
209.4174,0.2632,235,0.2954,26.9032,3.3571,1.1222,75.06,2.79,0.94,0.28,69.69
356.8895,0.7697,248,0.5349,102.0588,0.2402,0.6949,190.85,1.87,0.43,1.79,45.01
17.8112,3.0096,2,0.3379,3.0413,0.9716,0.1123,7.36,2.42,1.71,1.76,67.54
466.803,2.6666,124,0.7083,64.0333,1.4851,0.2656,172.89,2.7,1.99,1.34,28.53
468.13,1.2654,139,0.3757,69.25,2.3108,0.2969,180.05,2.6,1.71,0.74,62.91
96.0756,0.8512,57,0.505,50.4493,0.4812,0.5933,69.62,1.38,0.64,1.3299999999999998,48.33
54.136,0.7505,22,0.305,13.2673,0.8316,0.4064,26.8,2.02,0.79,0.95,70.08
16.01,1.0934,10,0.6829,16.01,2.169,0.6246,16.01,1.0,1.54,0.71,33.63
164.8116,1.2614,78,0.597,70.4052,0.8908,0.4733,107.72,1.53,1.06,1.19,41.23
234.432,1.0904,150,0.6977,113.0556,4.9362,0.6398,162.8,1.44,2.32,0.47,31.9
76.4568,0.5508,39,0.281,48.1587,2.1176,0.5101,60.68,1.26,1.08,0.51,70.65
82.4286,1.92,20,0.4659,14.6751,1.3333,0.2426,34.78,2.37,1.6,1.2,54.63
519.1596,1.512,171,0.498,62.1592,0.7714,0.3294,179.64,2.89,1.08,1.4,51.56
209.2332,1.4626,100,0.699,30.4809,0.7254,0.4779,79.86,2.62,1.03,1.42,31.82
415.5984,1.528,108,0.3971,88.2581,2.3875,0.2599,191.52,2.17,1.91,0.8,60.59
215.25,1.428,63,0.418,142.2764,3.9667,0.2927,175.0,1.23,2.38,0.6,59.33
276.3849,0.5488,409,0.8121,82.5301,1.75,1.4798,151.03,1.83,0.98,0.56,20.56
218.776,2.244,46,0.4718,41.3565,1.2879,0.2103,95.12,2.3,1.7,1.32,51.72
40.4075,0.064,264,0.4181,13.1943,1.6,6.5334,23.09,1.75,0.32,0.2,57.3
100.3265,1.26,46,0.5777,37.7607,2.5714,0.4585,61.55,1.63,1.8,0.7,43.49
17.847,1.027,6,0.3453,9.7926,0.6077,0.3362,13.22,1.35,0.79,1.3,65.15
27.612,0.3584,22,0.2856,20.1709,0.2857,0.7968,23.6,1.17,0.32,1.1199999999999999,69.98
46.8999,2.8438,13,0.7883,31.0,2.0424,0.2772,38.13,1.23,2.41,1.18,22.92
12.1052,0.546,14,0.6315,2.6934,6.9643,1.1565,5.71,2.12,1.95,0.28,36.44
105.5832,1.944,33,0.6076,12.0507,1.35,0.3125,35.67,2.96,1.62,1.2,39.96
243.4227,2.2922,68,0.6403,43.3376,1.0753,0.2793,102.71,2.37,1.57,1.46,33.97
290.304,0.635,217,0.4747,35.0,0.3937,0.7475,100.8,2.88,0.5,1.27,51.79
333.7832,1.2462,114,0.4256,54.2702,0.694,0.3415,134.59,2.48,0.93,1.34,56.63
263.5436,0.5434,165,0.3402,120.3176,0.2657,0.6261,178.07,1.48,0.38,1.43,64.41
345.072,0.2992,521,0.4517,46.3004,0.6471,1.5098,126.4,2.73,0.44,0.68,54.77
215.9017,0.8532,116,0.4584,152.4622,0.7315,0.5373,181.43,1.19,0.79,1.08,55.98
55.167,0.2403,128,0.5576,12.1596,3.2963,2.3202,25.9,2.13,0.89,0.27,43.1
391.8437,1.0057,161,0.4132,56.6502,1.2697,0.4109,148.99,2.63,1.13,0.89,60.24
24.174,0.5544,28,0.6421,4.3038,1.0694,1.1583,10.2,2.37,0.77,0.72,35.37
93.9502,2.1696,32,0.739,92.099,2.3542,0.3406,93.02,1.01,2.26,0.96,26.56
370.9145,1.0164,257,0.7042,106.0695,0.4286,0.6929,198.35,1.87,0.66,1.54,30.56
129.617,0.5474,209,0.8827,25.1542,4.7353,1.6124,57.1,2.27,1.61,0.34,11.22
233.8922,0.8148,144,0.5016,49.2156,1.1548,0.6157,107.29,2.18,0.97,0.84,50.37
274.48,1.7628,147,0.9441,49.7021,0.7244,0.5356,116.8,2.35,1.13,1.56,3.95
173.2888,0.4796,230,0.6366,24.1269,9.9091,1.3273,64.66,2.68,2.18,0.22,36.65
226.1574,1.3,92,0.5288,48.0276,0.7692,0.4068,104.22,2.17,1.0,1.3,47.62
143.3976,1.3566,72,0.6811,64.5906,1.0439,0.5021,96.24,1.49,1.19,1.14,30.36
99.918,1.363,32,0.4365,90.6286,4.0517,0.3203,95.16,1.05,2.35,0.58,54.4
11.592,0.5408,12,0.5598,2.7053,2.0,1.0352,5.6,2.07,1.04,0.52,44.98
354.96,1.3114,228,0.8423,42.7951,0.5253,0.6423,123.25,2.88,0.83,1.58,15.85
182.8224,0.5289,126,0.3645,111.5859,0.3496,0.6892,142.83,1.28,0.43,1.23,61.7
340.9728,1.1868,122,0.4246,115.2558,0.7132,0.3578,198.24,1.72,0.92,1.29,56.58
342.275,1.2558,193,0.7081,54.764,2.6377,0.5639,136.91,2.5,1.82,0.69,30.62
336.096,0.5394,224,0.3595,72.037,0.7126,0.6665,155.6,2.16,0.62,0.87,62.11
132.514,0.5751,73,0.3168,23.7924,0.8765,0.5509,56.15,2.36,0.71,0.81,70.12
192.4134,1.9684,46,0.4706,101.0362,1.1128,0.2391,139.43,1.38,1.48,1.3299999999999998,53.56
15.9258,0.4636,12,0.3493,9.874,0.3115,0.7535,12.54,1.27,0.38,1.22,66.52
300.828,2.445,85,0.6908,65.0791,0.9202,0.2826,139.92,2.15,1.5,1.63,31.2
98.8375,0.748,100,0.7568,63.256,6.4706,1.0118,79.07,1.25,2.2,0.34,23.67
408.9408,0.2555,967,0.6042,78.6667,2.0857,2.3646,179.36,2.28,0.73,0.35,40.29
185.8998,0.6885,155,0.5741,143.0439,3.4,0.8338,163.07,1.14,1.53,0.45,42.82
181.7712,1.0309,71,0.4027,33.1966,2.7705,0.3906,77.68,2.34,1.69,0.61,59.89
51.3348,0.635,35,0.4329,29.4621,0.3937,0.6818,38.89,1.32,0.5,1.27,58.0
497.7423,0.3564,668,0.4783,56.4276,0.8182,1.3421,167.59,2.97,0.54,0.66,50.42
271.284,0.5488,293,0.5927,111.4744,1.75,1.08,173.9,1.56,0.98,0.56,40.91
15.7178,1.092,6,0.4169,13.2294,1.0096,0.3817,14.42,1.09,1.05,1.04,58.74
389.0,3.3233,65,0.5553,97.25,1.1916,0.1671,194.5,2.0,1.99,1.67,46.37
290.976,0.8112,252,0.7025,65.981,3.5208,0.8661,138.56,2.1,1.69,0.48,30.34
210.6975,1.512,45,0.3229,55.4103,0.5357,0.2136,108.05,1.95,0.9,1.68,68.33
236.9613,1.305,56,0.3084,27.9828,0.431,0.2363,81.43,2.91,0.75,1.74,68.49
124.8392,1.8462,22,0.3253,23.194,1.7745,0.1762,53.81,2.32,1.81,1.02,68.99
136.96,1.157,62,0.5238,29.9065,1.4607,0.4527,64.0,2.14,1.3,0.89,49.31
13.0662,0.9512,11,0.8008,8.2302,2.8276,0.8419,10.37,1.26,1.64,0.58,20.93
284.592,0.9894,210,0.7301,58.8,3.8039,0.7379,129.36,2.2,1.94,0.51,25.79
107.6141,0.2775,312,0.8045,14.6531,2.027,2.8992,39.71,2.71,0.75,0.37,19.05
68.6082,0.644,40,0.3755,22.6609,1.3143,0.583,39.43,1.74,0.92,0.7,62.66
98.34,0.5129,55,0.2869,36.1212,9.6957,0.5593,59.6,1.65,2.23,0.23,72.28
399.1114,0.4212,868,0.916,77.4537,1.5577,2.1748,175.82,2.27,0.81,0.52,9.39
185.1552,2.7946,38,0.5735,39.6852,0.882,0.2052,85.72,2.16,1.57,1.78,44.64
157.2704,1.665,80,0.8469,27.7647,3.0405,0.5087,66.08,2.38,2.25,0.74,14.42
116.1345,1.6082,25,0.3462,60.1079,2.1744,0.2153,83.55,1.39,1.87,0.86,65.18
54.8235,3.585,5,0.327,22.8194,1.5933,0.0912,35.37,1.55,2.39,1.5,66.57
